speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,obsValid,obsReviewed,locationPrivate,subId,exoticCategory
yehbla,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,L28266513,Provo River Delta,2026-03-25 19:05,1.0,40.2458762,-111.7205421,True,False,False,S313162098,
kinrai4,King Rail,Rallus elegans,L3573473,Cape Hatteras NS--Old Cape Point beach road/walkway,2026-03-25 19:02,2.0,35.2407041,-75.5266929,True,False,False,S313137850,
pibgre,Pied-billed Grebe,Podilymbus podiceps,L1282379,Cambridge--Hespeler Mill Pond,2026-03-25 19:01,1.0,43.4363427,-80.3055954,True,False,False,S313144086,
brocow,Bronzed Cowbird,Molothrus aeneus,L374130,Blucher Park (CTC 071),2026-03-25 19:01,1.0,27.791317,-97.399174,True,False,False,S313151871,
y00475,American Coot,Fulica americana,L296382,Long Point--Birds Canada Headquarters Property,2026-03-25 19:00,200.0,42.6144444,-80.4583333,True,False,False,S313143915,
mouchi,Mountain Chickadee,Poecile gambeli,L26314587,Hazel Street,2026-03-25 19:00,2.0,52.1077774,-122.0927163,True,False,True,S313165065,
burowl,Burrowing Owl,Athene cunicularia,L61030711,"South Pleasant Valley Road, Kuna, Idaho, US (43.39, -116.234)",2026-03-25 18:59,1.0,43.3900386,-116.2344532,True,False,True,S313158440,
casspa,Cassin's Sparrow,Peucaea cassinii,L6695785,Casa Doyle,2026-03-25 18:55,1.0,31.4100244,-110.2277579,True,False,True,S313166489,
graspa,Grasshopper Sparrow,Ammodramus savannarum,L6695785,Casa Doyle,2026-03-25 18:55,1.0,31.4100244,-110.2277579,True,False,True,S313166489,
clagre,Clark's Grebe,Aechmophorus clarkii,L1386107,Northlake Park & Loch Lomond Pond,2026-03-25 18:54,1.0,40.3620139,-111.859546,True,False,False,S313161091,
sposan,Spotted Sandpiper,Actitis macularius,L39029455,Cimarron Ponds and Trails,2026-03-25 18:53,2.0,26.1849178,-98.3020032,True,False,False,S313167257,
forter,Forster's Tern,Sterna forsteri,L274778,Sequoyah SP,2026-03-25 18:50,3.0,35.9153218,-95.2495634,True,False,False,S313156516,
ameoys,American Oystercatcher,Haematopus palliatus,L273461,Goose Island SP (CTC 048),2026-03-25 18:47,1.0,28.13255,-96.985052,True,False,False,S313149548,
blkski,Black Skimmer,Rynchops niger,L273461,Goose Island SP (CTC 048),2026-03-25 18:47,28.0,28.13255,-96.985052,True,False,False,S313149548,
comloo,Common Loon,Gavia immer,L989225,Revelstoke--Centennial Park,2026-03-25 18:46,1.0,50.9922581,-118.2063246,True,False,False,S313161529,
greroa,Greater Roadrunner,Geococcyx californianus,L40832915,Backyard,2026-03-25 18:45,1.0,32.5217592,-97.3022895,True,False,True,S313139377,
pygnut,Pygmy Nuthatch,Sitta pygmaea,L42719713,Personal Location (Backyard),2026-03-25 18:45,1.0,37.353938,-122.057155,True,False,True,S313166595,
sancra,Sandhill Crane,Antigone canadensis,L1139508,Long Point--Causeway,2026-03-25 18:45,18.0,42.5958583,-80.4499222,True,False,False,S313135864,
annhum,Anna's Hummingbird,Calypte anna,L17858247,"Lindsay Park, Cranberry",2026-03-25 18:42,1.0,49.8734668,-124.5213926,True,False,False,S313161313,
herthr,Hermit Thrush,Catharus guttatus,L17858247,"Lindsay Park, Cranberry",2026-03-25 18:42,1.0,49.8734668,-124.5213926,True,False,False,S313161313,
rebwoo,Red-bellied Woodpecker,Melanerpes carolinus,L58551475,Herbert,2026-03-25 18:39,1.0,43.2278574,-81.8747705,True,False,True,S313120709,
woosto,Wood Stork,Mycteria americana,L22811267,Rancho Primavera,2026-03-25 18:38,2.0,20.3412871,-105.3499818,True,False,False,S313158713,
anhing,Anhinga,Anhinga anhinga,L22811267,Rancho Primavera,2026-03-25 18:38,1.0,20.3412871,-105.3499818,True,False,False,S313158713,
bbwduc,Black-bellied Whistling-Duck,Dendrocygna autumnalis,L22811267,Rancho Primavera,2026-03-25 18:38,89.0,20.3412871,-105.3499818,True,False,False,S313158713,
bcnher,Black-crowned Night Heron,Nycticorax nycticorax,L22811267,Rancho Primavera,2026-03-25 18:38,2.0,20.3412871,-105.3499818,True,False,False,S313158713,
snoegr,Snowy Egret,Egretta thula,L22811267,Rancho Primavera,2026-03-25 18:38,6.0,20.3412871,-105.3499818,True,False,False,S313158713,
rosspo1,Roseate Spoonbill,Platalea ajaja,L22811267,Rancho Primavera,2026-03-25 18:38,2.0,20.3412871,-105.3499818,True,False,False,S313158713,
greegr,Great Egret,Ardea alba,L22811267,Rancho Primavera,2026-03-25 18:38,1.0,20.3412871,-105.3499818,True,False,False,S313158713,
astfly,Ash-throated Flycatcher,Myiarchus cinerascens,L1400591,Rio Vista Natural Resource Park,2026-03-25 18:36,2.0,32.2800719,-110.9326502,True,False,False,S313164243,
barswa,Barn Swallow,Hirundo rustica,L346076,ȾIX̱EṈ / Saanichton Spit (Private Property of Tsawout Nation),2026-03-25 18:34,2.0,48.5952164,-123.3716993,True,False,False,S313164449,
treswa,Tree Swallow,Tachycineta bicolor,L346076,ȾIX̱EṈ / Saanichton Spit (Private Property of Tsawout Nation),2026-03-25 18:34,1.0,48.5952164,-123.3716993,True,False,False,S313164449,
vigswa,Violet-green Swallow,Tachycineta thalassina,L346076,ȾIX̱EṈ / Saanichton Spit (Private Property of Tsawout Nation),2026-03-25 18:34,10.0,48.5952164,-123.3716993,True,False,False,S313164449,
savspa,Savannah Sparrow,Passerculus sandwichensis,L346076,ȾIX̱EṈ / Saanichton Spit (Private Property of Tsawout Nation),2026-03-25 18:34,1.0,48.5952164,-123.3716993,True,False,False,S313164449,
bewwre,Bewick's Wren,Thryomanes bewickii,L346076,ȾIX̱EṈ / Saanichton Spit (Private Property of Tsawout Nation),2026-03-25 18:34,1.0,48.5952164,-123.3716993,True,False,False,S313164449,
yerwar,Yellow-rumped Warbler,Setophaga coronata,L51803966,"Facultad de Estudios Superiores Aragón UNAM, Ciudad Nezahualcóyotl, Estado de México, MX",2026-03-25 18:33,1.0,19.4746757,-99.0455285,True,False,True,S313162413,
incdov,Inca Dove,Columbina inca,L51803966,"Facultad de Estudios Superiores Aragón UNAM, Ciudad Nezahualcóyotl, Estado de México, MX",2026-03-25 18:33,2.0,19.4746757,-99.0455285,True,False,True,S313162413,
redcro,Red Crossbill,Loxia curvirostra,L61033566,KFB FISH CASTLE,2026-03-25 18:31,2.0,60.7059505,-135.0178958,True,False,True,S313171021,
normoc,Northern Mockingbird,Mimus polyglottos,L27313055,Humedal Del Conchalito,2026-03-25 18:28,1.0,24.1374481,-110.3454853,True,False,True,S313161916,
sposan,Spotted Sandpiper,Actitis macularius,L27313055,Humedal Del Conchalito,2026-03-25 18:28,2.0,24.1374481,-110.3454853,True,False,True,S313161916,
brnpel,Brown Pelican,Pelecanus occidentalis,L27313055,Humedal Del Conchalito,2026-03-25 18:28,1.0,24.1374481,-110.3454853,True,False,True,S313161916,
belkin1,Belted Kingfisher,Megaceryle alcyon,L784114,Port Dover--Silver Lake,2026-03-25 18:28,1.0,42.7940151,-80.2065468,True,False,False,S313125719,
bnhcow,Brown-headed Cowbird,Molothrus ater,L1510206,Oakville--Bronte Marsh,2026-03-25 18:23,1.0,43.3938299,-79.7167164,True,False,False,S313158892,
prowar,Prothonotary Warbler,Protonotaria citrea,L370457,Pearl River WMA--Honey Island Swamp,2026-03-25 18:19,3.0,30.3980862,-89.7006226,True,False,False,S313131907,
bushti,Bushtit,Psaltriparus minimus,L252514,Uplands Park,2026-03-25 18:18,2.0,48.4416354,-123.2988112,True,False,False,S313176943,
whcspa,White-crowned Sparrow,Zonotrichia leucophrys,L489929,Victoria--King's Pond,2026-03-25 18:16,2.0,48.4610555,-123.3460808,True,False,False,S313166656,
perfal,Peregrine Falcon,Falco peregrinus,L60301763,Sheraton Hotel (Hamilton),2026-03-25 18:15,1.0,43.2577488,-79.8722616,True,False,True,S313125301,
chispa,Chipping Sparrow,Spizella passerina,L2826796,Arthur St Truro,2026-03-25 18:15,1.0,45.3606096,-63.2858849,True,False,True,S313110831,
swahaw,Swainson's Hawk,Buteo swainsoni,L61030570,"18953-18979 Highland Valley Road, Ramona, California, US (33.016, -116.912)",2026-03-25 18:14,1.0,33.0159706,-116.9118147,True,False,True,S313157800,
yehbla,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,L28676038,"60 Periférico Vicente Lombardo Toledano, Chihuahua, Chihuahua, MX (28.659, -106.063)",2026-03-25 18:13,600.0,28.6589873,-106.0633718,True,False,True,S313157823,
linspa,Lincoln's Sparrow,Melospiza lincolnii,L28676038,"60 Periférico Vicente Lombardo Toledano, Chihuahua, Chihuahua, MX (28.659, -106.063)",2026-03-25 18:13,2.0,28.6589873,-106.0633718,True,False,True,S313157823,
turvul,Turkey Vulture,Cathartes aura,L28676038,"60 Periférico Vicente Lombardo Toledano, Chihuahua, Chihuahua, MX (28.659, -106.063)",2026-03-25 18:13,1.0,28.6589873,-106.0633718,True,False,True,S313157823,
killde,Killdeer,Charadrius vociferus,L28676038,"60 Periférico Vicente Lombardo Toledano, Chihuahua, Chihuahua, MX (28.659, -106.063)",2026-03-25 18:13,7.0,28.6589873,-106.0633718,True,False,True,S313157823,
moudov,Mourning Dove,Zenaida macroura,L28676038,"60 Periférico Vicente Lombardo Toledano, Chihuahua, Chihuahua, MX (28.659, -106.063)",2026-03-25 18:13,13.0,28.6589873,-106.0633718,True,False,True,S313157823,
norfli,Northern Flicker,Colaptes auratus,L28676038,"60 Periférico Vicente Lombardo Toledano, Chihuahua, Chihuahua, MX (28.659, -106.063)",2026-03-25 18:13,1.0,28.6589873,-106.0633718,True,False,True,S313157823,
bknsti,Black-necked Stilt,Himantopus mexicanus,L28676038,"60 Periférico Vicente Lombardo Toledano, Chihuahua, Chihuahua, MX (28.659, -106.063)",2026-03-25 18:13,1.0,28.6589873,-106.0633718,True,False,True,S313157823,
bnhcow,Brown-headed Cowbird,Molothrus ater,L28676038,"60 Periférico Vicente Lombardo Toledano, Chihuahua, Chihuahua, MX (28.659, -106.063)",2026-03-25 18:13,500.0,28.6589873,-106.0633718,True,False,True,S313157823,
paibun,Painted Bunting,Passerina ciris,L61022804,Scott’s Landing,2026-03-25 18:09,1.0,34.754932,-76.716486,True,False,True,S313117109,
amekes,American Kestrel,Falco sparverius,L42185822,"1010–1106 Fralick Rd, Springwater CA-ON 44.45743, -79.87530",2026-03-25 18:02,1.0,44.457425,-79.875304,True,False,True,S313129593,
juntit1,Juniper Titmouse,Baeolophus ridgwayi,L683721,"NM Los Alamos, Bandelier, County-line Lagoons",2026-03-25 18:01,2.0,35.7682087,-106.257062,True,False,True,S313165177,
rudduc,Ruddy Duck,Oxyura jamaicensis,L510813,Planta de Tratamiento de Aguas Residuales de La Paz,2026-03-25 17:58,45.0,24.1094829,-110.3467762,True,False,False,S313155120,
rewbla,Red-winged Blackbird,Agelaius phoeniceus,L510813,Planta de Tratamiento de Aguas Residuales de La Paz,2026-03-25 17:58,15.0,24.1094829,-110.3467762,True,False,False,S313155120,
ameavo,American Avocet,Recurvirostra americana,L510813,Planta de Tratamiento de Aguas Residuales de La Paz,2026-03-25 17:58,3.0,24.1094829,-110.3467762,True,False,False,S313155120,
hoowar,Hooded Warbler,Setophaga citrina,L59415794,Blue Monkey at Aldea Coral,2026-03-25 17:58,1.0,20.3737795,-87.3785002,True,False,False,S313135667,
y00475,American Coot,Fulica americana,L510813,Planta de Tratamiento de Aguas Residuales de La Paz,2026-03-25 17:58,30.0,24.1094829,-110.3467762,True,False,False,S313155120,
norsho,Northern Shoveler,Spatula clypeata,L510813,Planta de Tratamiento de Aguas Residuales de La Paz,2026-03-25 17:58,1.0,24.1094829,-110.3467762,True,False,False,S313155120,
whfibi,White-faced Ibis,Plegadis chihi,L510813,Planta de Tratamiento de Aguas Residuales de La Paz,2026-03-25 17:58,8.0,24.1094829,-110.3467762,True,False,False,S313155120,
moublu,Mountain Bluebird,Sialia currucoides,L23810340,"Glenbank Rd, Central Kootenay CA-BC 50.24950, -117.79897",2026-03-25 17:55,1.0,50.249497,-117.79897,True,False,True,S313153565,
belvir,Bell's Vireo,Vireo bellii,L61033765,"11121 N Oracle Rd, Oro Valley US-AZ 32.40866, -110.94672",2026-03-25 17:52,2.0,32.408661,-110.946717,True,False,True,S313171775,
stejay,Steller's Jay,Cyanocitta stelleri,L6650049,Skwelwil'em Squamish River Estuary -- East (of central channel),2026-03-25 17:49,2.0,49.690566,-123.164063,True,False,False,S313164016,
grycat,Gray Catbird,Dumetella carolinensis,L13412430,Amar Aves,2026-03-25 17:48,1.0,20.0714342,-87.6201108,True,False,True,S313131650,
horlar,Horned Lark,Eremophila alpestris,L61026983,"Highway 5, Blucher No. 343 CA-SK 52.14372, -106.15702",2026-03-25 17:44,4.0,52.143723,-106.157017,True,False,True,S313139390,
robgro,Rose-breasted Grosbeak,Pheucticus ludovicianus,L10513408,Eco Parque 3 Garantías,2026-03-25 17:42,2.0,18.1929883,-89.0031624,True,False,False,S313131973,
comyel,Common Yellowthroat,Geothlypis trichas,L10513408,Eco Parque 3 Garantías,2026-03-25 17:42,1.0,18.1929883,-89.0031624,True,False,False,S313131973,
indbun,Indigo Bunting,Passerina cyanea,L10513408,Eco Parque 3 Garantías,2026-03-25 17:42,3.0,18.1929883,-89.0031624,True,False,False,S313131973,
balori,Baltimore Oriole,Icterus galbula,L10513408,Eco Parque 3 Garantías,2026-03-25 17:42,1.0,18.1929883,-89.0031624,True,False,False,S313131973,
easblu,Eastern Bluebird,Sialia sialis,L16465638,"10725-11535 Stanley Avenue, Niagara Falls, Ontario, CA (43.021, -79.084)",2026-03-25 17:42,2.0,43.0211941,-79.0835091,True,False,True,S313124210,
grbher3,Great Blue Heron,Ardea herodias,L59029091,Amet Nature Retreat,2026-03-25 17:40,1.0,23.4873662,-109.7149444,True,False,False,S313162179,
yerwar,Yellow-rumped Warbler,Setophaga coronata,L351640,Victoria--Beaver Lake,2026-03-25 17:38,3.0,48.5102931,-123.3934593,True,False,False,S313160489,
tuftit,Tufted Titmouse,Baeolophus bicolor,L1807326,Ojibway Prairie Provincial Nature Reserve,2026-03-25 17:38,4.0,42.2579408,-83.0713167,True,False,False,S313125323,
wilsni1,Wilson's Snipe,Gallinago delicata,L61020929,"2754 Brookfield Road, Port Colborne, Ontario, CA (42.923, -79.163)",2026-03-25 17:37,3.0,42.9229227,-79.1634083,True,False,True,S313107829,
normoc,Northern Mockingbird,Mimus polyglottos,L61020929,"2754 Brookfield Road, Port Colborne, Ontario, CA (42.923, -79.163)",2026-03-25 17:37,1.0,42.9229227,-79.1634083,True,False,True,S313107829,
amebit,American Bittern,Botaurus lentiginosus,L56410307,Lagunas de Kanasín,2026-03-25 17:37,1.0,20.9124082,-89.5599277,True,False,False,S313156924,
blkvul,Black Vulture,Coragyps atratus,L61028523,Laguna Valle Del Jaguar,2026-03-25 17:36,,18.0100671,-92.9932611,True,False,True,S313147976,
barswa,Barn Swallow,Hirundo rustica,L12720762,Bosque de Chapultepec--Lago Menor,2026-03-25 17:34,400.0,19.4207815,-99.1843445,True,False,False,S313150239,
cedwax,Cedar Waxwing,Bombycilla cedrorum,L42619184,"Vipond Rd, Nanaimo",2026-03-25 17:34,1.0,49.21317,-124.07389,True,False,True,S313174635,
greegr,Great Egret,Ardea alba,L10754958,Amherstburg--Big Creek CA,2026-03-25 17:32,1.0,42.0610642,-83.0833947,True,False,False,S313101703,
mallar3,Mallard,Anas platyrhynchos,L663802,Campo Mosqueda,2026-03-25 17:30,2.0,32.1577028,-115.2784252,True,False,False,S313162163,
amekes,American Kestrel,Falco sparverius,L663802,Campo Mosqueda,2026-03-25 17:30,2.0,32.1577028,-115.2784252,True,False,False,S313162163,
easkin,Eastern Kingbird,Tyrannus tyrannus,L3943119,Lafitte Greenway,2026-03-25 17:27,1.0,29.9613112,-90.070703,True,False,False,S313117004,
clanut,Clark's Nutcracker,Nucifraga columbiana,L61026058,"Forest Service Road 137, Beaver US-UT 38.24067, -112.46871",2026-03-25 17:18,1.0,38.240672,-112.468713,True,False,True,S313134339,
buggna,Blue-gray Gnatcatcher,Polioptila caerulea,L2386418,Universidad Autónoma Metropolitana Unidad Xochimilco,2026-03-25 17:08,3.0,19.3023437,-99.1033745,True,False,False,S313150602,
bushti,Bushtit,Psaltriparus minimus,L2386418,Universidad Autónoma Metropolitana Unidad Xochimilco,2026-03-25 17:08,6.0,19.3023437,-99.1033745,True,False,False,S313150602,
bewwre,Bewick's Wren,Thryomanes bewickii,L2386418,Universidad Autónoma Metropolitana Unidad Xochimilco,2026-03-25 17:08,3.0,19.3023437,-99.1033745,True,False,False,S313150602,
rthhum,Ruby-throated Hummingbird,Archilochus colubris,L2386418,Universidad Autónoma Metropolitana Unidad Xochimilco,2026-03-25 17:08,1.0,19.3023437,-99.1033745,True,False,False,S313150602,
osprey,Osprey,Pandion haliaetus,L168802,Burlington--LaSalle Park/Marina,2026-03-25 17:04,1.0,43.302204,-79.844406,True,False,False,S313121542,
yehbla,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,L265165,Kelowna--Robert Lake,2026-03-25 17:04,2.0,49.9356176,-119.4089035,True,False,False,S313160140,
saypho,Say's Phoebe,Sayornis saya,L265165,Kelowna--Robert Lake,2026-03-25 17:04,1.0,49.9356176,-119.4089035,True,False,False,S313160140,
rudduc,Ruddy Duck,Oxyura jamaicensis,L265165,Kelowna--Robert Lake,2026-03-25 17:04,8.0,49.9356176,-119.4089035,True,False,False,S313160140,
norcar,Northern Cardinal,Cardinalis cardinalis,L510813,Planta de Tratamiento de Aguas Residuales de La Paz,2026-03-25 17:03,,24.1094829,-110.3467762,True,False,False,S313161477,
lazbun,Lazuli Bunting,Passerina amoena,L247122,Paton Center for Hummingbirds (Patons' Yard),2026-03-25 17:01,7.0,31.5390131,-110.7606337,True,False,False,S313143313,
calqua,California Quail,Callipepla californica,L2225130,V1E3Z7,2026-03-25 17:00,10.0,50.7124526,-119.2655826,True,False,True,S313168255,N
chispa,Chipping Sparrow,Spizella passerina,L61027198,"Club Campestre de Saltillo, Saltillo MX-Coah. 25.49132, -100.95755",2026-03-25 16:52,5.0,25.491324,-100.957554,True,False,True,S313140573,
buwwar,Blue-winged Warbler,Vermivora cyanoptera,L61025865,Tres Garantias Road Stop 3,2026-03-25 16:47,1.0,18.267586,-89.035334,True,False,True,S313133231,
pygnut,Pygmy Nuthatch,Sitta pygmaea,L328144,Fintry Provincial Park,2026-03-25 16:46,2.0,50.1411111,-119.5,True,False,False,S313152736,
blugrb1,Blue Grosbeak,Passerina caerulea,L3576420,Camino al Cocodrilario,2026-03-25 16:45,20.0,21.5281803,-105.2199697,True,False,False,S313168899,
paibun,Painted Bunting,Passerina ciris,L3576420,Camino al Cocodrilario,2026-03-25 16:45,4.0,21.5281803,-105.2199697,True,False,False,S313168899,
chirav,Chihuahuan Raven,Corvus cryptoleucus,L7034973,Bryant's Corner,2026-03-25 16:44,1.0,34.3928873,-99.6720028,True,False,False,S313142957,
fragul,Franklin's Gull,Leucophaeus pipixcan,L635451,Crystal Lake,2026-03-25 16:40,1.0,35.4531193,-97.631979,True,False,False,S313168794,
reevir1,Red-eyed Vireo,Vireo olivaceus,L2117248,Live Oak Landing,2026-03-25 16:37,1.0,30.9577381,-87.8719997,True,False,False,S313117352,
vigswa,Violet-green Swallow,Tachycineta thalassina,L837139,Presa Gutiérrez,2026-03-25 16:27,8.0,17.1598279,-96.762718,True,False,False,S313163650,
cedwax,Cedar Waxwing,Bombycilla cedrorum,L837139,Presa Gutiérrez,2026-03-25 16:27,17.0,17.1598279,-96.762718,True,False,False,S313163650,
calcon,California Condor,Gymnogyps californianus,L2299857,Pinnacles NP--Bear Gulch Nature Center,2026-03-25 16:21,7.0,36.4814632,-121.1807306,True,False,False,S313176193,
yebsap,Yellow-bellied Sapsucker,Sphyrapicus varius,L17066021,Rancho La Noria,2026-03-25 16:09,1.0,21.4852088,-104.9932715,True,False,False,S313156291,
belvir,Bell's Vireo,Vireo bellii,L17066021,Rancho La Noria,2026-03-25 16:09,1.0,21.4852088,-104.9932715,True,False,False,S313171853,
acowoo,Acorn Woodpecker,Melanerpes formicivorus,L17066021,Rancho La Noria,2026-03-25 16:09,2.0,21.4852088,-104.9932715,True,False,False,S313156291,
westan,Western Tanager,Piranga ludoviciana,L30342100,Parque Ecológico La Campana--Zona Arqueológica La Campana,2026-03-25 16:08,3.0,19.267822,-103.7256789,True,False,False,S313153685,
yebcha,Yellow-breasted Chat,Icteria virens,L30342100,Parque Ecológico La Campana--Zona Arqueológica La Campana,2026-03-25 16:08,1.0,19.267822,-103.7256789,True,False,False,S313153685,
lazbun,Lazuli Bunting,Passerina amoena,L30342100,Parque Ecológico La Campana--Zona Arqueológica La Campana,2026-03-25 16:08,1.0,19.267822,-103.7256789,True,False,False,S313153685,
swahaw,Swainson's Hawk,Buteo swainsoni,L30643031,A Dos Cuadras Del Oxxo Peñuela,2026-03-25 16:04,6.0,18.8631107,-96.8945657,True,False,True,S313150418,
osprey,Osprey,Pandion haliaetus,L30643031,A Dos Cuadras Del Oxxo Peñuela,2026-03-25 16:04,1.0,18.8631107,-96.8945657,True,False,True,S313150418,
perfal,Peregrine Falcon,Falco peregrinus,L30643031,A Dos Cuadras Del Oxxo Peñuela,2026-03-25 16:04,1.0,18.8631107,-96.8945657,True,False,True,S313150418,
grnher,Green Heron,Butorides virescens,L2657643,Humedal Pinar de la Venta,2026-03-25 16:03,1.0,20.7306566,-103.5300601,True,False,False,S313115405,
carwre,Carolina Wren,Thryothorus ludovicianus,L56159188,"Kanan House 97302, Mérida MX-Yuc. 21.07873, -89.61277",2026-03-25 16:00,1.0,21.078727,-89.612768,True,False,True,S313124726,
goleag,Golden Eagle,Aquila chrysaetos,L422602,Embrun Sewage Lagoons,2026-03-25 15:54,1.0,45.2732556,-75.2444172,True,True,False,S313077145,
brocow,Bronzed Cowbird,Molothrus aeneus,L1854981,Playa del Borrego,2026-03-25 15:45,30.0,21.5190994,-105.2719057,True,False,False,S313168213,
brebla,Brewer's Blackbird,Euphagus cyanocephalus,L29449280,"Fraccionamiento Real Palmas, Nuevo León, MX (25.905, -100.159)",2026-03-25 15:34,1.0,25.9051157,-100.1594984,True,False,True,S313102062,
astfly,Ash-throated Flycatcher,Myiarchus cinerascens,L58052846,Sendero La Ventana Cardon,2026-03-25 15:19,1.0,24.035564,-109.973264,True,False,False,S313147176,
grycat,Gray Catbird,Dumetella carolinensis,L1782673,Erieau Marsh Trail,2026-03-25 14:48,1.0,42.2665036,-81.9384214,True,True,False,S313083850,
forter,Forster's Tern,Sterna forsteri,L1446612,Grand Plaza La Paz,2026-03-25 14:38,2.0,24.1236472,-110.3499469,True,False,False,S313107287,
blkski,Black Skimmer,Rynchops niger,L1446612,Grand Plaza La Paz,2026-03-25 14:38,2.0,24.1236472,-110.3499469,True,False,False,S313107287,
amwpel,American White Pelican,Pelecanus erythrorhynchos,L1446612,Grand Plaza La Paz,2026-03-25 14:38,2.0,24.1236472,-110.3499469,True,False,False,S313107287,
yebcha,Yellow-breasted Chat,Icteria virens,L5584024,Pine Woods Park,2026-03-25 14:29,1.0,25.647447,-80.356726,True,False,False,S313066072,
clanut,Clark's Nutcracker,Nucifraga columbiana,L61019357,"6535–6563 Sidley Mountain Rd, Kootenay Boundary CA-BC 49.02900, -119.25669",2026-03-25 14:26,3.0,49.029,-119.256692,True,False,True,S313099764,
sonspa,Song Sparrow,Melospiza melodia,L61017103,"112 Celaya - Salamanca, San Salvador Torrecillas, Guanajuato, MX (20.577, -100.973)Sa11",2026-03-25 14:24,1.0,20.5768333,-100.9733867,True,False,True,S313087933,
chclon,Chestnut-collared Longspur,Calcarius ornatus,L896211,Keyes WTP,2026-03-25 14:16,16.0,36.8064672,-102.2358084,True,False,False,S313069209,
dickci,Dickcissel,Spiza americana,L1263899,Mid Pines Rd.,2026-03-25 14:16,1.0,35.7250538,-78.6936951,True,True,False,S313052782,
calqua,California Quail,Callipepla californica,L4458384,La Poza de Todos Santos,2026-03-25 14:10,2.0,23.4392103,-110.2391768,True,False,False,S313118753,
whocra,Whooping Crane,Grus americana,L2349417,Aransas NWR--Dagger Point area (Calhoun Co.),2026-03-25 13:32,2.0,28.2752186,-96.7979836,True,False,False,S313104326,
casfin,Cassin's Finch,Haemorhous cassinii,L682036,Kelowna--Mill Creek Regional Park,2026-03-25 13:30,1.0,49.9726294,-119.36167,True,False,False,S313085907,
logshr,Loggerhead Shrike,Lanius ludovicianus,L61014256,"Salamanca - Celaya, San Salvador Torrecillas, Guanajuato, MX (20.577, -100.98)Sa9",2026-03-25 13:30,1.0,20.576875,-100.97972,True,False,True,S313073992,
easpho,Eastern Phoebe,Sayornis phoebe,L5848008,Parque El Chapulín,2026-03-25 13:25,1.0,25.4042204,-100.9970462,True,False,False,S313087474,
linspa,Lincoln's Sparrow,Melospiza lincolnii,L298193,Coquitlam—ƛ̓éxətəm (tla-hut-um) Regional Park,2026-03-25 13:22,1.0,49.23429,-122.7996362,True,False,False,S313112808,
fiscro,Fish Crow,Corvus ossifragus,L7117630,Oakville--Bronte Beach Park,2026-03-25 13:18,3.0,43.392284,-79.7098446,True,False,False,S313046840,
miskit,Mississippi Kite,Ictinia mississippiensis,L208734,Edith L. Moore Nature Sanctuary (UTC 094),2026-03-25 13:15,1.0,29.7717945,-95.5695572,True,False,False,S313061875,
chirav,Chihuahuan Raven,Corvus cryptoleucus,L61016603,"225 Calle 43, Monclova, Coahuila de Zaragoza, MX (26.901, -101.405)",2026-03-25 13:13,,26.9011534,-101.4047851,True,False,True,S313085420,
ferhaw,Ferruginous Hawk,Buteo regalis,L13195526,Atlas square 13UDR29,2026-03-25 12:47,1.0,50.462513,-106.1099548,True,False,True,S313168535,
houwre,Northern House Wren,Troglodytes aedon,L304462,Camino La Cumbre--Oeste,2026-03-25 12:39,1.0,17.1771118,-96.6071078,True,False,False,S313113640,
buwwar,Blue-winged Warbler,Vermivora cyanoptera,L127440,John Pennekamp Coral Reef SP,2026-03-25 12:39,1.0,25.1280556,-80.41,True,False,False,S313048015,
comrav,Common Raven,Corvus corax,L26586887,Carretera 52 a Los Arquitos,2026-03-25 12:24,1.0,21.9213223,-102.383293,True,False,True,S313057204,
yebsap,Yellow-bellied Sapsucker,Sphyrapicus varius,L2411833,Parc des Hauts-Fonds,2026-03-25 12:10,1.0,46.732928,-71.4428384,True,True,False,S313035778,
sctfly,Scissor-tailed Flycatcher,Tyrannus forficatus,L61009974,"Ramal al Fortín, Pijijiapan MX-Chis. 15.74000, -93.29281",2026-03-25 12:06,1.0,15.740001,-93.292813,True,False,True,S313053838,
pibgre,Pied-billed Grebe,Podilymbus podiceps,L61009134,"Vicente Fox, El Caracol, Guanajuato, MX (20.572, -100.989)Sa6",2026-03-25 11:34,2.0,20.5724851,-100.9888951,True,False,True,S313049878,
comloo,Common Loon,Gavia immer,L61015810,Coastline N of Roca Roja,2026-03-25 11:30,6.0,28.909812,-112.060681,True,False,True,S313081548,
stejay,Steller's Jay,Cyanocitta stelleri,L2740232,Cabañas y Restaurante Puesta del Sol,2026-03-25 11:24,2.0,16.17298,-96.50542,True,False,False,S313129350,
grcfly,Great Crested Flycatcher,Myiarchus crinitus,L2290463,PN Palenque,2026-03-25 11:09,2.0,17.4862562,-92.0423841,True,False,False,S313071583,
westan,Western Tanager,Piranga ludoviciana,L595298,Lower Arroyo Seco,2026-03-25 11:01,1.0,34.137561,-118.1677651,True,False,False,S313095544,
reevir1,Red-eyed Vireo,Vireo olivaceus,L4993746,Planetario Cha'an Ka'an de Cozumel,2026-03-25 10:59,2.0,20.47668,-86.969191,True,False,False,S313094096,
